 0.9663	 0.9945	 1.4600
 0.9682	 0.9941	 1.4600
 0.9707	 0.9939	 1.4600
 0.9737	 0.9939	 1.4600
 0.9773	 0.9940	 1.4600
 0.9815	 0.9942	 1.4600
 0.9861	 0.9945	 1.4600
 0.9911	 0.9950	 1.4600
 0.9964	 0.9955	 1.4600
 1.0021	 0.9962	 1.4600
 1.0080	 0.9969	 1.4600
 1.0141	 0.9978	 1.4600
 1.0203	 0.9987	 1.4600
 1.0265	 0.9996	 1.4600
 1.0327	 1.0006	 1.4600
 1.0387	 1.0017	 1.4600
 1.0447	 1.0028	 1.4600
 1.0504	 1.0039	 1.4600
 1.0559	 1.0050	 1.4600
 1.0611	 1.0060	 1.4600
 1.0659	 1.0070	 1.4600
 1.0702	 1.0078	 1.4600
 1.0740	 1.0086	 1.4600
 1.0772	 1.0092	 1.4600
 1.0799	 1.0097	 1.4600
 1.0818	 1.0100	 1.4600
 1.0830	 1.0102	 1.4600
 1.0834	 1.0102	 1.4600
 1.0698	 1.0058	 1.6100
 1.0694	 1.0058	 1.6100
 1.0684	 1.0058	 1.6100
 1.0668	 1.0058	 1.6100
 1.0646	 1.0059	 1.6100
 1.0618	 1.0061	 1.6100
 1.0586	 1.0063	 1.6100
 1.0549	 1.0065	 1.6100
 1.0510	 1.0068	 1.6100
 1.0467	 1.0071	 1.6100
 1.0421	 1.0074	 1.6100
 1.0374	 1.0077	 1.6100
 1.0325	 1.0079	 1.6100
 1.0276	 1.0081	 1.6100
 1.0226	 1.0081	 1.6100
 1.0177	 1.0081	 1.6100
 1.0128	 1.0080	 1.6100
 1.0080	 1.0077	 1.6100
 1.0033	 1.0073	 1.6100
 0.9987	 1.0068	 1.6100
 0.9944	 1.0063	 1.6100
 0.9904	 1.0056	 1.6100
 0.9866	 1.0049	 1.6100
 0.9832	 1.0041	 1.6100
 0.9801	 1.0033	 1.6100
 0.9774	 1.0024	 1.6100
 0.9751	 1.0014	 1.6100
 0.9733	 1.0005	 1.6100
 0.9718	 0.9996	 1.6100
 0.9708	 0.9987	 1.6100
 0.9702	 0.9979	 1.6100
 0.9701	 0.9974	 1.6100
 0.9706	 0.9969	 1.6100
 0.9717	 0.9965	 1.6100
 0.9733	 0.9962	 1.6100
 0.9754	 0.9959	 1.6100
 0.9779	 0.9958	 1.6100
 0.9809	 0.9957	 1.6100
 0.9844	 0.9958	 1.6100
 0.9882	 0.9959	 1.6100
 0.9924	 0.9961	 1.6100
 0.9969	 0.9964	 1.6100
 1.0016	 0.9968	 1.6100
 1.0066	 0.9972	 1.6100
 1.0116	 0.9977	 1.6100
 1.0168	 0.9982	 1.6100
 1.0220	 0.9988	 1.6100
 1.0272	 0.9995	 1.6100
 1.0323	 1.0002	 1.6100
 1.0373	 1.0009	 1.6100
 1.0421	 1.0016	 1.6100
 1.0467	 1.0023	 1.6100
 1.0511	 1.0030	 1.6100
 1.0551	 1.0037	 1.6100
 1.0587	 1.0042	 1.6100
 1.0619	 1.0047	 1.6100
 1.0646	 1.0052	 1.6100
 1.0668	 1.0055	 1.6100
 1.0684	 1.0057	 1.6100
 1.0694	 1.0058	 1.6100
 1.0698	 1.0058	 1.6100
 1.0629	 1.0038	 1.7700
 1.0626	 1.0038	 1.7700
 1.0617	 1.0039	 1.7700
 1.0602	 1.0039	 1.7700
 1.0582	 1.0041	 1.7700
 1.0557	 1.0043	 1.7700
 1.0528	 1.0045	 1.7700
 1.0496	 1.0048	 1.7700
 1.0460	 1.0052	 1.7700
 1.0421	 1.0055	 1.7700
 1.0381	 1.0059	 1.7700
 1.0338	 1.0062	 1.7700
 1.0294	 1.0065	 1.7700
 1.0250	 1.0067	 1.7700
 1.0205	 1.0069	 1.7700
 1.0161	 1.0069	 1.7700
 1.0116	 1.0069	 1.7700
 1.0073	 1.0068	 1.7700
 1.0031	 1.0065	 1.7700
 0.9990	 1.0062	 1.7700
 0.9951	 1.0058	 1.7700
 0.9915	 1.0053	 1.7700
 0.9881	 1.0047	 1.7700
 0.9850	 1.0040	 1.7700
 0.9822	 1.0033	 1.7700
 0.9797	 1.0026	 1.7700
 0.9777	 1.0018	 1.7700
 0.9760	 1.0010	 1.7700
 0.9746	 1.0002	 1.7700
 0.9737	 0.9994	 1.7700
 0.9732	 0.9987	 1.7700
 0.9731	 0.9982	 1.7700
 0.9735	 0.9978	 1.7700
 0.9745	 0.9974	 1.7700
 0.9759	 0.9971	 1.7700
 0.9778	 0.9968	 1.7700
 0.9801	 0.9966	 1.7700
 0.9828	 0.9965	 1.7700
 0.9859	 0.9965	 1.7700
 0.9893	 0.9965	 1.7700
 0.9931	 0.9967	 1.7700
 0.9971	 0.9968	 1.7700
 1.0014	 0.9971	 1.7700
 1.0058	 0.9973	 1.7700
 1.0104	 0.9977	 1.7700
 1.0151	 0.9981	 1.7700
 1.0198	 0.9985	 1.7700
 1.0245	 0.9990	 1.7700
 1.0291	 0.9995	 1.7700
 1.0336	 1.0000	 1.7700
 1.0379	 1.0006	 1.7700
 1.0421	 1.0012	 1.7700
 1.0460	 1.0017	 1.7700
 1.0496	 1.0022	 1.7700
 1.0529	 1.0027	 1.7700
 1.0558	 1.0031	 1.7700
 1.0582	 1.0034	 1.7700
 1.0602	 1.0036	 1.7700
 1.0617	 1.0038	 1.7700
 1.0626	 1.0038	 1.7700
 1.0629	 1.0038	 1.7700
 1.0420	 1.0011	 1.9200
 1.0418	 1.0011	 1.9200
 1.0412	 1.0011	 1.9200
 1.0402	 1.0012	 1.9200
 1.0389	 1.0014	 1.9200
 1.0372	 1.0015	 1.9200
 1.0353	 1.0018	 1.9200
 1.0331	 1.0021	 1.9200
 1.0308	 1.0024	 1.9200
 1.0282	 1.0027	 1.9200
 1.0255	 1.0030	 1.9200
 1.0227	 1.0033	 1.9200
 1.0198	 1.0036	 1.9200
 1.0168	 1.0039	 1.9200
 1.0138	 1.0041	 1.9200
 1.0109	 1.0042	 1.9200
 1.0079	 1.0043	 1.9200
 1.0050	 1.0043	 1.9200
 1.0022	 1.0043	 1.9200
 0.9995	 1.0041	 1.9200
 0.9969	 1.0039	 1.9200
 0.9944	 1.0037	 1.9200
 0.9922	 1.0034	 1.9200
 0.9901	 1.0030	 1.9200
 0.9882	 1.0026	 1.9200
 0.9866	 1.0022	 1.9200
 0.9852	 1.0017	 1.9200
 0.9840	 1.0012	 1.9200
 0.9831	 1.0007	 1.9200
 0.9825	 1.0002	 1.9200
 0.9821	 0.9998	 1.9200
 0.9820	 0.9994	 1.9200
 0.9823	 0.9991	 1.9200
 0.9829	 0.9989	 1.9200
 0.9839	 0.9986	 1.9200
 0.9851	 0.9984	 1.9200
 0.9866	 0.9982	 1.9200
 0.9884	 0.9981	 1.9200
 0.9905	 0.9980	 1.9200
 0.9928	 0.9979	 1.9200
 0.9953	 0.9979	 1.9200
 0.9980	 0.9980	 1.9200
 1.0009	 0.9980	 1.9200
 1.0038	 0.9981	 1.9200
 1.0069	 0.9982	 1.9200
 1.0100	 0.9984	 1.9200
 1.0132	 0.9985	 1.9200
 1.0163	 0.9988	 1.9200
 1.0194	 0.9990	 1.9200
 1.0224	 0.9992	 1.9200
 1.0253	 0.9995	 1.9200
 1.0281	 0.9998	 1.9200
 1.0307	 1.0001	 1.9200
 1.0331	 1.0003	 1.9200
 1.0353	 1.0005	 1.9200
 1.0372	 1.0007	 1.9200
 1.0389	 1.0009	 1.9200
 1.0402	 1.0010	 1.9200
 1.0412	 1.0011	 1.9200
 1.0418	 1.0011	 1.9200
 1.0420	 1.0011	 1.9200
